FixedRef,FeatureType,Value
10359,25,Location
10359,25,Location
10360,8,Birthdate
10360,9,Place of Birth
10360,11,Citizenship Country
10360,10,Nationality Country
10360,25,Location
10360,25,Location
10360,25,Location
10360,25,Location
10360,25,Location
10360,25,Location
10360,25,Location
10360,25,Location
10360,25,Location
10360,25,Location
10360,25,Location
10361,25,Location
10363,25,Location
10364,25,Location
10364,25,Location
10364,25,Location
10365,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10366,25,Location
10368,125,Additional Sanctions Information -
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10368,25,Location
10369,25,Location
10371,125,Additional Sanctions Information -
10371,25,Location
10371,25,Location
10371,25,Location
10371,25,Location
10373,10,Nationality Country
10373,8,Birthdate
10373,9,Place of Birth
10373,25,Location
10373,25,Location
10374,8,Birthdate
10374,8,Birthdate
10374,10,Nationality Country
10374,9,Place of Birth
10374,25,Location
10374,25,Location
10374,25,Location
10375,8,Birthdate
10375,10,Nationality Country
10375,9,Place of Birth
10375,25,Location
10376,8,Birthdate
10376,9,Place of Birth
10376,10,Nationality Country
10376,25,Location
10377,8,Birthdate
10377,25,Location
10377,25,Location
10378,8,Birthdate
10378,8,Birthdate
10378,9,Place of Birth
10378,25,Location
10378,25,Location
10380,8,Birthdate
10380,9,Place of Birth
10380,10,Nationality Country
10380,11,Citizenship Country
10380,25,Location
10380,25,Location
10380,26,Title
10381,8,Birthdate
10381,9,Place of Birth
10381,11,Citizenship Country
10381,11,Citizenship Country
10381,10,Nationality Country
10381,25,Location
10382,8,Birthdate
10382,9,Place of Birth
10382,11,Citizenship Country
10382,10,Nationality Country
10382,25,Location
10383,8,Birthdate
10383,9,Place of Birth
10383,11,Citizenship Country
10383,25,Location
10383,25,Location
10383,25,Location
10383,25,Location
10383,25,Location
10383,25,Location
10383,25,Location
10383,25,Location
10383,25,Location
10383,25,Location
10384,8,Birthdate
10384,8,Birthdate
10384,9,Place of Birth
10384,9,Place of Birth
10384,11,Citizenship Country
10384,25,Location
10384,25,Location
10384,25,Location
10384,25,Location
10384,25,Location
10385,8,Birthdate
10385,9,Place of Birth
10385,11,Citizenship Country
10385,25,Location
10386,25,Location
10388,125,Additional Sanctions Information -
10388,25,Location
10389,125,Additional Sanctions Information -
10389,25,Location
10391,125,Additional Sanctions Information -
10391,25,Location
10391,25,Location
10392,125,Additional Sanctions Information -
10392,25,Location
10392,25,Location
10392,25,Location
10405,8,Birthdate
10405,9,Place of Birth
10405,11,Citizenship Country
10405,10,Nationality Country
10405,8,Birthdate
10405,224,Gender
10405,25,Location
10405,25,Location
10405,25,Location
10408,25,Location
10408,25,Location
10408,25,Location
10408,25,Location
10408,25,Location
10408,25,Location
10408,25,Location
10409,9,Place of Birth
10409,8,Birthdate
10409,8,Birthdate
10409,25,Location
10410,125,Additional Sanctions Information -
10410,125,Additional Sanctions Information -
10410,25,Location
10411,125,Additional Sanctions Information -
10411,25,Location
10411,25,Location
10412,125,Additional Sanctions Information -
10412,25,Location
10413,125,Additional Sanctions Information -
10413,25,Location
10413,25,Location
10414,8,Birthdate
10414,9,Place of Birth
10414,125,Additional Sanctions Information -
10414,25,Location
10415,8,Birthdate
10415,9,Place of Birth
10415,125,Additional Sanctions Information -
10415,25,Location
10416,125,Additional Sanctions Information -
10416,25,Location
10420,8,Birthdate
10420,9,Place of Birth
10420,25,Location
10420,25,Location
10420,25,Location
10420,25,Location
10420,25,Location
10420,25,Location
10420,25,Location
10420,25,Location
10420,25,Location
10420,25,Location
10420,25,Location
10420,25,Location
10420,25,Location
10421,8,Birthdate
10421,9,Place of Birth
10421,25,Location
10421,25,Location
10421,25,Location
10421,25,Location
10421,25,Location
10421,25,Location
10421,25,Location
10421,25,Location
10421,25,Location
10421,25,Location
10421,25,Location
10421,25,Location
10421,25,Location
10421,25,Location
10421,25,Location
10422,8,Birthdate
10422,9,Place of Birth
10422,25,Location
10422,25,Location
10422,25,Location
10422,25,Location
10422,25,Location
10422,25,Location
10422,25,Location
10422,25,Location
10422,25,Location
10422,25,Location
10422,25,Location
10422,25,Location
10422,25,Location
10423,8,Birthdate
10423,9,Place of Birth
10423,25,Location
10423,25,Location
10423,25,Location
10423,25,Location
10423,25,Location
10423,25,Location
10423,25,Location
10423,25,Location
10423,25,Location
10424,8,Birthdate
10424,25,Location
10425,8,Birthdate
10425,25,Location
10425,25,Location
10432,8,Birthdate
10432,9,Place of Birth
10432,25,Location
10432,25,Location
10432,25,Location
10434,8,Birthdate
10434,9,Place of Birth
10434,25,Location
10434,25,Location
10434,25,Location
10434,25,Location
10435,8,Birthdate
10435,9,Place of Birth
10435,25,Location
10435,25,Location
10440,25,Location
10441,25,Location
10442,25,Location
10443,25,Location
10444,25,Location
10445,25,Location
10445,25,Location
10447,25,Location
10448,25,Location
10450,25,Location
10450,25,Location
10451,25,Location
10451,25,Location
10452,25,Location
10454,25,Location
10456,25,Location
10460,25,Location
10463,25,Location
10465,125,Additional Sanctions Information -
10465,25,Location
10465,25,Location
10468,8,Birthdate
10468,9,Place of Birth
10468,11,Citizenship Country
10468,10,Nationality Country
10468,25,Location
10468,25,Location
10468,25,Location
10469,8,Birthdate
10469,9,Place of Birth
10469,11,Citizenship Country
10469,10,Nationality Country
10469,25,Location
10473,25,Location
10475,8,Birthdate
10475,9,Place of Birth
10475,10,Nationality Country
10475,25,Location
10476,8,Birthdate
10476,8,Birthdate
10476,9,Place of Birth
10476,10,Nationality Country
10476,25,Location
10477,8,Birthdate
10477,9,Place of Birth
10477,10,Nationality Country
10477,25,Location
10479,8,Birthdate
10479,10,Nationality Country
10479,11,Citizenship Country
10479,125,Additional Sanctions Information -
10479,25,Location
10480,8,Birthdate
10480,9,Place of Birth
10480,10,Nationality Country
10480,11,Citizenship Country
10480,125,Additional Sanctions Information -
10480,25,Location
10481,8,Birthdate
10481,10,Nationality Country
10481,11,Citizenship Country
10481,9,Place of Birth
10481,125,Additional Sanctions Information -
10481,25,Location
10483,8,Birthdate
10483,10,Nationality Country
10483,11,Citizenship Country
10483,125,Additional Sanctions Information -
10483,25,Location
10485,9,Place of Birth
10485,8,Birthdate
10485,8,Birthdate
10485,11,Citizenship Country
10485,11,Citizenship Country
10485,125,Additional Sanctions Information -
10485,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10486,25,Location
10488,125,Additional Sanctions Information -
10488,25,Location
10489,125,Additional Sanctions Information -
10489,25,Location
10489,25,Location
10490,125,Additional Sanctions Information -
10490,25,Location
10491,125,Additional Sanctions Information -
10491,25,Location
10492,125,Additional Sanctions Information -
10492,25,Location
10493,125,Additional Sanctions Information -
10493,25,Location
10494,125,Additional Sanctions Information -
10494,25,Location
10494,25,Location
10495,125,Additional Sanctions Information -
10495,25,Location
10496,125,Additional Sanctions Information -
10496,25,Location
10501,8,Birthdate
10501,9,Place of Birth
10501,25,Location
10501,25,Location
10501,25,Location
10501,25,Location
10501,25,Location
10503,8,Birthdate
10503,9,Place of Birth
10503,25,Location
10503,25,Location
10503,25,Location
10503,25,Location
10503,25,Location
10507,25,Location
10508,25,Location
10509,25,Location
10510,25,Location
10511,25,Location
10511,25,Location
10566,8,Birthdate
10566,9,Place of Birth
10566,9,Place of Birth
10566,9,Place of Birth
10566,25,Location
10568,8,Birthdate
10568,9,Place of Birth
10568,25,Location
10569,8,Birthdate
10569,9,Place of Birth
10569,25,Location
10569,26,Title
10570,8,Birthdate
10570,9,Place of Birth
10570,25,Location
10570,26,Title
10574,25,Location
10574,25,Location
10574,25,Location
10574,25,Location
10574,25,Location
10574,25,Location
10575,25,Location
10581,8,Birthdate
10581,9,Place of Birth
10581,125,Additional Sanctions Information -
10581,25,Location
10582,8,Birthdate
10582,125,Additional Sanctions Information -
10582,25,Location
10583,8,Birthdate
10583,9,Place of Birth
10583,125,Additional Sanctions Information -
10583,25,Location
10584,10,Nationality Country
10584,11,Citizenship Country
10584,125,Additional Sanctions Information -
10584,9,Place of Birth
10584,8,Birthdate
10584,224,Gender
10584,25,Location
10584,26,Title
10587,8,Birthdate
10587,9,Place of Birth
10587,11,Citizenship Country
10587,25,Location
10588,8,Birthdate
10588,9,Place of Birth
10588,11,Citizenship Country
10588,25,Location
10588,25,Location
10588,25,Location
10588,25,Location
10589,8,Birthdate
10589,9,Place of Birth
10589,11,Citizenship Country
10589,25,Location
10590,8,Birthdate
10590,9,Place of Birth
10590,11,Citizenship Country
10590,25,Location
10590,25,Location
10590,25,Location
10591,8,Birthdate
10591,9,Place of Birth
10591,11,Citizenship Country
10591,25,Location
10592,11,Citizenship Country
10592,8,Birthdate
10592,224,Gender
10592,10,Nationality Country
10592,25,Location
10593,8,Birthdate
10593,9,Place of Birth
10593,11,Citizenship Country
10593,25,Location
10593,25,Location
10593,25,Location
10594,8,Birthdate
10594,9,Place of Birth
10594,11,Citizenship Country
10594,25,Location
10594,25,Location
10594,25,Location
10594,25,Location
10595,8,Birthdate
10595,9,Place of Birth
10595,11,Citizenship Country
10595,25,Location
10595,25,Location
10596,25,Location
10596,25,Location
10597,25,Location
10597,25,Location
10598,25,Location
10599,25,Location
10600,25,Location
10600,25,Location
10601,25,Location
10602,25,Location
10603,25,Location
10603,25,Location
10604,25,Location
10605,25,Location
10606,25,Location
10607,25,Location
10607,25,Location
10608,25,Location
10608,25,Location
10608,25,Location
10608,25,Location
10609,8,Birthdate
10609,10,Nationality Country
10609,125,Additional Sanctions Information -
10609,25,Location
10612,8,Birthdate
10612,9,Place of Birth
10612,9,Place of Birth
10612,10,Nationality Country
10612,25,Location
10614,8,Birthdate
10614,8,Birthdate
10614,9,Place of Birth
10614,11,Citizenship Country
10614,11,Citizenship Country
10614,10,Nationality Country
10614,25,Location
10614,25,Location
10614,25,Location
10614,25,Location
10614,25,Location
10614,25,Location
10614,25,Location
10614,25,Location
10614,25,Location
10614,25,Location
10614,25,Location
10614,25,Location
10615,8,Birthdate
10615,9,Place of Birth
10615,11,Citizenship Country
10615,10,Nationality Country
10615,25,Location
10615,25,Location
10615,25,Location
10615,25,Location
10615,25,Location
10615,25,Location
10615,25,Location
10615,25,Location
10615,25,Location
10615,25,Location
10616,8,Birthdate
10616,8,Birthdate
10616,9,Place of Birth
10616,10,Nationality Country
10616,11,Citizenship Country
10616,25,Location
10616,25,Location
10616,25,Location
10616,25,Location
10616,25,Location
10616,25,Location
10616,25,Location
10616,25,Location
10616,25,Location
10616,25,Location
10617,8,Birthdate
10617,8,Birthdate
10617,9,Place of Birth
10617,10,Nationality Country
10617,11,Citizenship Country
10617,25,Location
10617,25,Location
10617,25,Location
10617,25,Location
10617,25,Location
10617,25,Location
10618,8,Birthdate
10618,8,Birthdate
10618,9,Place of Birth
10618,10,Nationality Country
10618,11,Citizenship Country
10618,25,Location
10618,25,Location
10618,25,Location
10618,25,Location
10618,25,Location
10618,25,Location
10618,25,Location
10618,25,Location
10619,8,Birthdate
10619,9,Place of Birth
10619,9,Place of Birth
10619,10,Nationality Country
10619,11,Citizenship Country
10619,25,Location
10619,25,Location
10619,25,Location
10619,25,Location
10619,25,Location
10619,25,Location
10619,25,Location
10620,8,Birthdate
10620,9,Place of Birth
10620,10,Nationality Country
10620,11,Citizenship Country
10620,25,Location
10620,25,Location
10621,8,Birthdate
10621,9,Place of Birth
10621,10,Nationality Country
10621,11,Citizenship Country
10621,25,Location
10621,25,Location
10621,25,Location
10622,8,Birthdate
10622,9,Place of Birth
10622,10,Nationality Country
10622,11,Citizenship Country
10622,25,Location
10622,25,Location
10622,25,Location
10622,25,Location
10626,8,Birthdate
10626,9,Place of Birth
10626,10,Nationality Country
10626,11,Citizenship Country
10626,25,Location
10626,25,Location
10626,25,Location
10626,25,Location
10626,25,Location
10626,25,Location
10626,25,Location
10626,25,Location
10626,25,Location
10626,25,Location
10627,8,Birthdate
10627,9,Place of Birth
10627,10,Nationality Country
10627,11,Citizenship Country
10627,25,Location
10627,25,Location
10627,25,Location
10627,25,Location
10627,25,Location
10627,25,Location
10627,25,Location
10627,25,Location
10628,8,Birthdate
10628,9,Place of Birth
10628,10,Nationality Country
10628,11,Citizenship Country
10628,25,Location
10628,25,Location
10628,25,Location
10628,25,Location
10628,25,Location
10628,25,Location
10628,25,Location
10629,8,Birthdate
10629,9,Place of Birth
10629,10,Nationality Country
10629,11,Citizenship Country
10629,25,Location
10629,25,Location
10629,25,Location
10629,25,Location
10630,8,Birthdate
10630,9,Place of Birth
10630,10,Nationality Country
10630,11,Citizenship Country
10630,25,Location
10630,25,Location
10630,25,Location
10630,25,Location
10634,8,Birthdate
10634,9,Place of Birth
10634,10,Nationality Country
10634,11,Citizenship Country
10634,25,Location
10634,25,Location
10636,8,Birthdate
10636,10,Nationality Country
10636,11,Citizenship Country
10636,25,Location
10636,25,Location
10637,25,Location
10637,25,Location
10637,25,Location
10637,25,Location
10637,25,Location
10638,25,Location
10638,25,Location
10638,25,Location
10638,25,Location
10639,25,Location
10639,25,Location
10639,25,Location
10639,25,Location
10639,25,Location
10639,25,Location
10639,25,Location
10639,25,Location
10639,25,Location
10640,25,Location
10640,25,Location
10640,25,Location
10640,25,Location
10640,25,Location
10640,25,Location
10640,25,Location
10640,25,Location
10640,25,Location
10640,25,Location
10640,25,Location
10640,25,Location
10640,25,Location
10641,25,Location
10642,25,Location
10643,25,Location
10643,25,Location
10645,25,Location
10646,25,Location
10647,25,Location
10647,25,Location
10647,25,Location
10648,25,Location
10649,25,Location
10649,25,Location
10649,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10650,25,Location
10651,25,Location
10651,25,Location
10651,25,Location
10651,25,Location
10652,25,Location
10653,25,Location
10653,25,Location
10653,25,Location
